author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,ID,
N.U. Sruthi and K. Josna and R. Pandiselvam and Anjineyulu Kothakota and Mohsen Gavahian and Amin {Mousavi Khaneghah},https://www.sciencedirect.com/science/article/pii/S030881462101815X,https://doi.org/10.1016/j.foodchem.2021.130809,0308-8146,2022,130809,Food Chemistry,"Impacts of cold plasma treatment on physicochemical, functional, bioactive, textural, and sensory attributes of food: A comprehensive review",article,SRUTHI2022130809,
Fernando Antônio Anjo and Bianka Rocha Saraiva and Jessica Bassi {Da Silva} and Yasmin Carla Ribeiro and Marcos Luciano Bruschi and Izabel Cristina Riegel-Vidotti and Fernanda Fogagnoli Simas and Paula Toshimi Matumoto-Pintro,https://www.sciencedirect.com/science/article/pii/S0308814620325024,https://doi.org/10.1016/j.foodchem.2020.128640,0308-8146,2021,128640,Food Chemistry,Acacia mearnsii gum: A residue as an alternative gum Arabic for food stabilizer,article,ANJO2021128640,
Luciano Molognoni and Heitor Daguer and Iara Regina {dos Santos} and Juliano {De Dea Lindner},https://www.sciencedirect.com/science/article/pii/S0308814619300457,https://doi.org/10.1016/j.foodchem.2018.12.115,0308-8146,2019,147-152,Food Chemistry,Influence of method validation parameters in the measurement uncertainty estimation by experimental approaches in food preservatives analysis,article,MOLOGNONI2019147,
Lijana Dienaitė and Renata Baranauskienė and Petras {Rimantas Venskutonis},https://www.sciencedirect.com/science/article/pii/S0308814621000492,https://doi.org/10.1016/j.foodchem.2021.129047,0308-8146,2021,129047,Food Chemistry,Lipophilic extracts isolated from European cranberry bush (Viburnum opulus) and sea buckthorn (Hippophae rhamnoides) berry pomace by supercritical CO2 – Promising bioactive ingredients for foods and nutraceuticals,article,DIENAITE2021129047,
Jingyi Wang and Junyu Tang and Shaolong Ruan and Ruiling Lv and Jianwei Zhou and Jinhu Tian and Huan Cheng and Enbo Xu and Donghong Liu,https://www.sciencedirect.com/science/article/pii/S0308814621010724,https://doi.org/10.1016/j.foodchem.2021.130066,0308-8146,2021,130066,Food Chemistry,"A comprehensive review of cereal germ and its lipids: Chemical composition, multi-objective process and functional application",article,WANG2021130066,
Ghina Hajjar and Lenny Haddad and Toufic Rizk and Serge Akoka and Joseph Bejjani,https://www.sciencedirect.com/science/article/pii/S0308814621010621,https://doi.org/10.1016/j.foodchem.2021.130056,0308-8146,2021,130056,Food Chemistry,High-resolution 1H NMR profiling of triacylglycerols as a tool for authentication of food from animal origin: Application to hen egg matrix,article,HAJJAR2021130056,
F. Oroojalian and R. Kasra-Kermanshahi and M. Azizi and M.R. Bassami,https://www.sciencedirect.com/science/article/pii/S0308814609012898,https://doi.org/10.1016/j.foodchem.2009.11.008,0308-8146,2010,765-770,Food Chemistry,Phytochemical composition of the essential oils from three Apiaceae species and their antibacterial effects on food-borne pathogens,article,OROOJALIAN2010765,
Sophie Kendler and Dionysios Tsoukalas and Anita {Nordeng Jakobsen} and Junjie Zhang and Alexandros G. Asimakopoulos and Jørgen Lerfall,https://www.sciencedirect.com/science/article/pii/S0308814622021173,https://doi.org/10.1016/j.foodchem.2022.134155,0308-8146,2022,134155,Food Chemistry,Seasonal variation in chemical composition and contaminants in European Plaice (Pleuronectes Platessa) originated from the west-coast of Norway,article,KENDLER2022134155,
Ho Soo Lim and Sang Jin Lee and Euna Choi and Soo Bin Lee and Hye Seon Nam and Jong Kwon Lee,https://www.sciencedirect.com/science/article/pii/S0308814622002412,https://doi.org/10.1016/j.foodchem.2022.132280,0308-8146,2022,132280,Food Chemistry,Development and validation of an ionic chromatography method for nitrite determination in processed foods and estimation of daily nitrite intake in Korea,article,LIM2022132280,
Luciana Vera-Candioti and Pamela M.L. Leiva and Florencia Valli and Claudio A. Bernal and Carlos I. Piña and Melina S. Simoncini and Marcela A. González,https://www.sciencedirect.com/science/article/pii/S0308814621007615,https://doi.org/10.1016/j.foodchem.2021.129755,0308-8146,2021,129755,Food Chemistry,Optimization of oil extraction from caiman fat. Characterization for use as food supplement,article,VERACANDIOTI2021129755,
Marine Reyrolle and Mylène Ghislain and Noëlle Bru and Germain Vallverdu and Thierry Pigot and Valérie Desauziers and Mickael {Le Bechec},https://www.sciencedirect.com/science/article/pii/S0308814621018070,https://doi.org/10.1016/j.foodchem.2021.130801,0308-8146,2022,130801,Food Chemistry,Volatile fingerprint of food products with untargeted SIFT-MS data coupled with mixOmics methods for profile discrimination: Application case on cheese,article,REYROLLE2022130801,
Eleanor Dunlop and Carrington C.J. Shepherd and Judy Cunningham and Norbert Strobel and Robyn M. Lucas and Lucinda J. Black,https://www.sciencedirect.com/science/article/pii/S030881462200927X,https://doi.org/10.1016/j.foodchem.2022.132965,0308-8146,2022,132965,Food Chemistry,Vitamin D composition of Australian game products,article,DUNLOP2022132965,
Lukai Ma and Qiuxuan He and Yuanxin Qiu and Huifan Liu and Jihong Wu and Guoqin Liu and Charles Brennan and Margaret Anne Brennan and Lixue Zhu,https://www.sciencedirect.com/science/article/pii/S0308814621000820,https://doi.org/10.1016/j.foodchem.2021.129080,0308-8146,2021,129080,Food Chemistry,Food matrixes play a key role in the distribution of contaminants of lipid origin: A case study of malondialdehyde formation in vegetable oils during deep-frying,article,MA2021129080,
Pingping Tang and Tingting Zheng and Changkai Yang and Guoying Li,https://www.sciencedirect.com/science/article/pii/S0308814622013152,https://doi.org/10.1016/j.foodchem.2022.133353,0308-8146,2022,133353,Food Chemistry,Enhanced physicochemical and functional properties of collagen films cross-linked with laccase oxidized phenolic acids for active edible food packaging,article,TANG2022133353,
Yan Yi Sim and Kar Lin Nyam,https://www.sciencedirect.com/science/article/pii/S0308814620324444,https://doi.org/10.1016/j.foodchem.2020.128582,0308-8146,2021,128582,Food Chemistry,"Hibiscus cannabinus L. (kenaf) studies: Nutritional composition, phytochemistry, pharmacology, and potential applications",article,SIM2021128582,
Amalie {Moxness Reksten} and Quang Tri Ho and Ole Jakob Nøstbakken and Maria {Wik Markhus} and Marian Kjellevold and Annbjørg Bøkevoll and Rita Hannisdal and Livar Frøyland and Lise Madsen and Lisbeth Dahl,https://www.sciencedirect.com/science/article/pii/S0308814621024511,https://doi.org/10.1016/j.foodchem.2021.131445,0308-8146,2022,131445,Food Chemistry,"Temporal variations in the nutrient content of Norwegian farmed Atlantic salmon (Salmo salar), 2005–2020",article,MOXNESSREKSTEN2022131445,
Ana I. {Corps Ricardo} and Silvia {Avendaño García} and Francisco J. {Guzmán Bernardo} and Ángel Ríos and Rosa C. {Rodríguez Martín-Doimeadios},https://www.sciencedirect.com/science/article/pii/S0308814621010979,https://doi.org/10.1016/j.foodchem.2021.130091,0308-8146,2021,130091,Food Chemistry,Rapid assessment of silver nanoparticle migration from food containers into food simulants using a qualitative method,article,CORPSRICARDO2021130091,
C. Pénicaud and S. Guilbert and S. Peyron and N. Gontard and V. Guillard,https://www.sciencedirect.com/science/article/pii/S0308814610006394,https://doi.org/10.1016/j.foodchem.2010.05.065,0308-8146,2010,1275-1281,Food Chemistry,Oxygen transfer in foods using oxygen luminescence sensors: Influence of oxygen partial pressure and food nature and composition,article,PENICAUD20101275,
Emilio Gil-Martín and Tamara Forbes-Hernández and Alejandro Romero and Danila Cianciosi and Francesca Giampieri and Maurizio Battino,https://www.sciencedirect.com/science/article/pii/S0308814621029241,https://doi.org/10.1016/j.foodchem.2021.131918,0308-8146,2022,131918,Food Chemistry,Influence of the extraction method on the recovery of bioactive phenolic compounds from food industry by-products,article,GILMARTIN2022131918,
Yunlian Zhang and Md Mehedi Hassan and Yawen Rong and Rui Liu and Huanhuan Li and Qin Ouyang and Quansheng Chen,https://www.sciencedirect.com/science/article/pii/S0308814622007014,https://doi.org/10.1016/j.foodchem.2022.132739,0308-8146,2022,132739,Food Chemistry,A solid-phase capture probe based on upconvertion nanoparticles and inner filter effect for the determination of ampicillin in food,article,ZHANG2022132739,
Barbara {Koroušić Seljak} and Vekoslava Stibilj and Larisa Pograjc and Nataša Fidler Mis and Evgen Benedik,https://www.sciencedirect.com/science/article/pii/S0308814613002215,https://doi.org/10.1016/j.foodchem.2013.02.061,0308-8146,2013,553-561,Food Chemistry,Food composition databases for effective quality nutritional care,article,KOROUSICSELJAK2013553,
Zhishan Liang and Dongfang Han and Fangjie Han and Zhifang Wu and Xin Zhao and Wencai Fu and Wei Wang and Dongxue Han and Li Niu,https://www.sciencedirect.com/science/article/pii/S0308814621007743,https://doi.org/10.1016/j.foodchem.2021.129768,0308-8146,2021,129768,Food Chemistry,Novel strategy of natural antioxidant nutrition quality evaluation in food: Oxidation resistance mechanism and synergistic effects investigation,article,LIANG2021129768,
Frederik Janssen and Eline Mesure and Arno G.B. Wouters,https://www.sciencedirect.com/science/article/pii/S0308814622007932,https://doi.org/10.1016/j.foodchem.2022.132831,0308-8146,2022,132831,Food Chemistry,Relating the protein composition and air-water interfacial properties of aqueous flour extracts from wheats grown at different nitrogen fertilization levels,article,JANSSEN2022132831,
John R. Lupien,https://www.sciencedirect.com/science/article/pii/0308814696001549,https://doi.org/10.1016/0308-8146(96)00154-9,0308-8146,1996,171-173,Food Chemistry,The FAO/UNU food composition initiative,article,LUPIEN1996171,
Raquel Requena and María Vargas and Amparo Chiralt,https://www.sciencedirect.com/science/article/pii/S0308814618318685,https://doi.org/10.1016/j.foodchem.2018.10.093,0308-8146,2019,38-45,Food Chemistry,Eugenol and carvacrol migration from PHBV films and antibacterial action in different food matrices,article,REQUENA201938,
Adriano {de Araújo Gomes} and Silvana M. Azcarate and Paulo Henrique Gonçalves Dias Diniz and David Douglas {de Sousa Fernandes} and Germano Veras,https://www.sciencedirect.com/science/article/pii/S0308814621020781,https://doi.org/10.1016/j.foodchem.2021.131072,0308-8146,2022,131072,Food Chemistry,Variable selection in the chemometric treatment of food data: A tutorial review,article,DEARAUJOGOMES2022131072,
Eliana Pereira and Christian Encina-Zelada and Lillian Barros and Ursula Gonzales-Barron and Vasco Cadavez and Isabel {C.F.R. Ferreira},https://www.sciencedirect.com/science/article/pii/S0308814618321721,https://doi.org/10.1016/j.foodchem.2018.12.068,0308-8146,2019,110-114,Food Chemistry,Chemical and nutritional characterization of Chenopodium quinoa Willd (quinoa) grains: A good alternative to nutritious food,article,PEREIRA2019110,
Siti Noor Hidayah Mustapha and Joe Shin Wan,https://www.sciencedirect.com/science/article/pii/S0308814621024468,https://doi.org/10.1016/j.foodchem.2021.131440,0308-8146,2022,131440,Food Chemistry,"Effect of hybridization composition and glycerin content on novel corn starch/nata de coco plastic film: Thermal, mechanical, and degradation study",article,MUSTAPHA2022131440,
Violeta Fajardo and Elena Alonso-Aperte and Gregorio Varela-Moreiras,https://www.sciencedirect.com/science/article/pii/S0308814614012114,https://doi.org/10.1016/j.foodchem.2014.08.002,0308-8146,2015,283-288,Food Chemistry,Folate content in fresh-cut vegetable packed products by 96-well microtiter plate microbiological assay,article,FAJARDO2015283,
Łukasz Sęczyk and Danuta Sugier and Michał Świeca and Urszula Gawlik-Dziki,https://www.sciencedirect.com/science/article/pii/S0308814620324432,https://doi.org/10.1016/j.foodchem.2020.128581,0308-8146,2021,128581,Food Chemistry,"The effect of in vitro digestion, food matrix, and hydrothermal treatment on the potential bioaccessibility of selected phenolic compounds",article,SECZYK2021128581,
Guillermo Schmeda-Hirschmann and Javier Antileo-Laurie and Cristina Theoduloz and Felipe Jiménez-Aspee and Felipe Avila and Alberto Burgos-Edwards and Verónica Olate-Olave,https://www.sciencedirect.com/science/article/pii/S0308814621002454,https://doi.org/10.1016/j.foodchem.2021.129241,0308-8146,2021,129241,Food Chemistry,"Phenolic composition, antioxidant capacity and α-glucosidase inhibitory activity of raw and boiled Chilean Araucaria araucana kernels",article,SCHMEDAHIRSCHMANN2021129241,
Daylan A. Tzompa-Sosa and Koen Dewettinck and Paul Provijn and Jos F. Brouwers and Bruno {de Meulenaer} and Dennis G.A.B. Oonincx,https://www.sciencedirect.com/science/article/pii/S0308814621000790,https://doi.org/10.1016/j.foodchem.2021.129077,0308-8146,2021,129077,Food Chemistry,Lipidome of cricket species used as food,article,TZOMPASOSA2021129077,
Ruge Cao and Xinru Liu and Yuqian Liu and Xuqing Zhai and Tianya Cao and Aili Wang and Ju Qiu,https://www.sciencedirect.com/science/article/pii/S0308814620321208,https://doi.org/10.1016/j.foodchem.2020.128258,0308-8146,2021,128258,Food Chemistry,Applications of nuclear magnetic resonance spectroscopy to the evaluation of complex food constituents,article,CAO2021128258,
Jia Fu and Le-Le Zhang and Wei Li and Yan Zhang and Yamei Zhang and Fang Liu and Liang Zou,https://www.sciencedirect.com/science/article/pii/S0308814621017039,https://doi.org/10.1016/j.foodchem.2021.130697,0308-8146,2022,130697,Food Chemistry,Application of metabolomics for revealing the interventional effects of functional foods on metabolic diseases,article,FU2022130697,
Milada Vodova and Lukas Nejdl and Kristyna Pavelicova and Kristyna Zemankova and Tomas Rrypar and Dagmar {Skopalova Sterbova} and Jaroslava Bezdekova and Nantana Nuchtavorn and Mirek Macka and Vojtech Adam and Marketa Vaculovicova,https://www.sciencedirect.com/science/article/pii/S0308814622001029,https://doi.org/10.1016/j.foodchem.2022.132141,0308-8146,2022,132141,Food Chemistry,Detection of pesticides in food products using paper-based devices by UV-induced fluorescence spectroscopy combined with molecularly imprinted polymers,article,VODOVA2022132141,
Enbo Xu and Jingyi Wang and Junyu Tang and Shaolong Ruan and Shuohan Ma and Yu Qin and Wenjun Wang and Jinhu Tian and Jianwei Zhou and Huan Cheng and Donghong Liu,https://www.sciencedirect.com/science/article/pii/S0308814621019063,https://doi.org/10.1016/j.foodchem.2021.130900,0308-8146,2022,130900,Food Chemistry,Heat-induced conversion of multiscale molecular structure of natural food nutrients: A review,article,XU2022130900,
