author,url,doi,issn,year,pages,journal,title,ENTRYTYPE,
M.L.L. Ribeiro and J.M.G. Mandarino and M.C. Carrão-Panizzi and M.C.N. {de Oliveira} and C.B.H. Campo and A.L. Nepomuceno and E.I. Ida,https://www.sciencedirect.com/science/article/pii/S0889157506001414,https://doi.org/10.1016/j.jfca.2006.07.004,0889-1575,2007,19-24,Journal of Food Composition and Analysis,Isoflavone content and β-glucosidase activity in soybean cultivars of different maturity groups,article,
Nonete Barbosa Guerra and Enayde {de Almeida Melo} and Jorge Mancini Filho,https://www.sciencedirect.com/science/article/pii/S088915750400002X,https://doi.org/10.1016/j.jfca.2003.12.006,0889-1575,2005,193-199,Journal of Food Composition and Analysis,Antioxidant compounds from coriander (Coriandrum sativum L.) etheric extract,article,
Lei Sun and Wen Tian and Yong Fang and Wenjian Yang and Qiuhui Hu and Fei Pei,https://www.sciencedirect.com/science/article/pii/S0889157522004458,https://doi.org/10.1016/j.jfca.2022.104827,0889-1575,2022,104827,Journal of Food Composition and Analysis,"Rapid and simultaneous extraction of phthalates, polychlorinated biphenyls and polycyclic aromatic hydrocarbons from edible oil for GC–MS determination",article,
Xiangli Liu and Qian Wang and Jun He and Minfang Zhao and Liping Qiu and Limin Fan and Shunlong Meng and Guang Yang and Tian Li and Qiang Li and Chao Song and Jiazhang Chen,https://www.sciencedirect.com/science/article/pii/S0889157520313521,https://doi.org/10.1016/j.jfca.2020.103647,0889-1575,2020,103647,Journal of Food Composition and Analysis,"Occurrence, speciation analysis and health risk assessment of arsenic in Chinese mitten crabs (Eriocheir sinensis) collected from China",article,
M.R. Infantes-Garcia and S.H.E. Verkempinck and J.M. Guevara-Zambrano and M.E. Hendrickx and T. Grauwet,https://www.sciencedirect.com/science/article/pii/S0889157521002222,https://doi.org/10.1016/j.jfca.2021.104022,0889-1575,2021,104022,Journal of Food Composition and Analysis,Development and validation of a rapid method to quantify neutral lipids by NP-HPLC-charged aerosol detector,article,
Qinyi Yang and Shijie Tian and Huirong Xu,https://www.sciencedirect.com/science/article/pii/S0889157522004616,https://doi.org/10.1016/j.jfca.2022.104843,0889-1575,2022,104843,Journal of Food Composition and Analysis,"Identification of the geographic origin of peaches by VIS-NIR spectroscopy, fluorescence spectroscopy and image processing technology",article,
Junpeng Zeng and Ting Xiao and Xinggang Ni and Teng Wei and Xiaoru Liu and Ze-Yuan Deng and Jing Li,https://www.sciencedirect.com/science/article/pii/S0889157521005731,https://doi.org/10.1016/j.jfca.2021.104373,0889-1575,2022,104373,Journal of Food Composition and Analysis,The comparative analysis of different oil extraction methods based on the quality of flaxseed oil,article,
M.J. Melgar and J.M. Sanchez-Monge and J. Bello,https://www.sciencedirect.com/science/article/pii/088915759090011A,https://doi.org/10.1016/0889-1575(90)90011-A,0889-1575,1990,73-80,Journal of Food Composition and Analysis,A study of the changes in the chemical properties of fat during ripening of dry spanish sausage,article,
Jun Li and Hongfei Gao and Yunjing Li and Fang Xiao and Shanshan Zhai and Gang Wu and Yuhua Wu,https://www.sciencedirect.com/science/article/pii/S0889157521004361,https://doi.org/10.1016/j.jfca.2021.104236,0889-1575,2022,104236,Journal of Food Composition and Analysis,Event-specific PCR methods to quantify the genetically modified DBN9936 maize,article,
Yusuf Yilmaz and Romeo T. Toledo,https://www.sciencedirect.com/science/article/pii/S0889157505000293,https://doi.org/10.1016/j.jfca.2004.10.009,0889-1575,2006,41-48,Journal of Food Composition and Analysis,Oxygen radical absorbance capacities of grape/wine industry byproducts and effect of solvent type on extraction of grape seed polyphenols,article,
Wang Xinmin and Zhang Ruili and Lv Zhihua and Wang Yuanhong and Jiang Tingfu,https://www.sciencedirect.com/science/article/pii/S088915750700186X,https://doi.org/10.1016/j.jfca.2007.10.006,0889-1575,2008,255-258,Journal of Food Composition and Analysis,Determination of glucosamine and lactose in milk-based formulae by high-performance liquid chromatography,article,
Giuseppina Andreotti and Enrico Trivellone and Andrea Motta,https://www.sciencedirect.com/science/article/pii/S0889157506000536,https://doi.org/10.1016/j.jfca.2006.03.014,0889-1575,2006,843-849,Journal of Food Composition and Analysis,Characterization of buffalo milk by 31P-nuclear magnetic resonance spectroscopy,article,
Caixia Yuan and Ruicen Li and Lihua Wu and Xia Hong and Haining He and Guangrui Yang and Lu Wang and Yina You and Hailong Liu and Zonglong Chai and Xiaoquan Lu,https://www.sciencedirect.com/science/article/pii/S0889157521001800,https://doi.org/10.1016/j.jfca.2021.103980,0889-1575,2021,103980,Journal of Food Composition and Analysis,Optimization of a modified QuEChERS method by an n-octadecylamine-functionalized magnetic carbon nanotube porous nanocomposite for the quantification of pesticides,article,
Katsunari Ippoushi and Yoshimi Tanaka and Manabu Wakagi and Naoto Hashimoto and Yuko Takano-Ishikawa,https://www.sciencedirect.com/science/article/pii/S0889157518307580,https://doi.org/10.1016/j.jfca.2019.03.010,0889-1575,2019,10-15,Journal of Food Composition and Analysis,Assessment of Pru p 1 and Pru p 3 in peach fruit by liquid chromatography–tandem mass spectrometry,article,
Xiaofang Liu and Xiejun Sun and Yajing Wei and Yingying Ma and Pan Sun and Xiuxia Li,https://www.sciencedirect.com/science/article/pii/S0889157522000564,https://doi.org/10.1016/j.jfca.2022.104438,0889-1575,2022,104438,Journal of Food Composition and Analysis,Effects of ultrasonic treatment on physico-chemical properties and structure of tuna (Thunnus tonggol) myofibrillar proteins,article,
David Vicente-Zurdo and Beatriz Gómez-Gómez and María Teresa Pérez-Corona and Yolanda Madrid,https://www.sciencedirect.com/science/article/pii/S0889157518304575,https://doi.org/10.1016/j.jfca.2019.103275,0889-1575,2019,103275,Journal of Food Composition and Analysis,Impact of fish growing conditions and cooking methods on selenium species in swordfish and salmon fillets,article,
Ana {Rodríguez-Bernaldo de Quirós} and Helena S. Costa,https://www.sciencedirect.com/science/article/pii/S0889157505000712,https://doi.org/10.1016/j.jfca.2005.04.004,0889-1575,2006,97-111,Journal of Food Composition and Analysis,Analysis of carotenoids in vegetable and plasma samples: A review,article,
Youqiang Xu and Jingrong Zhao and Huiqin Huang and Xiaoye Guo and Xiuting Li and Wei Zou and Weiwei Li and Chengnan Zhang and Mingquan Huang,https://www.sciencedirect.com/science/article/pii/S0889157521004014,https://doi.org/10.1016/j.jfca.2021.104201,0889-1575,2022,104201,Journal of Food Composition and Analysis,Biodegradation of phthalate esters by Pantoea dispersa BJQ0007 isolated from Baijiu,article,
Djaffar Djabali and Naima Belhaneche and Boubekeur Nadjemi and Virginie Dulong and Luc Picton,https://www.sciencedirect.com/science/article/pii/S0889157508001841,https://doi.org/10.1016/j.jfca.2008.11.001,0889-1575,2009,563-570,Journal of Food Composition and Analysis,Relationship between potato starch isolation methods and kinetic parameters of hydrolysis by free and immobilised α-amylase on alginate (from Laminaria digitata algae),article,
Shahid Iqbal and M.I. Bhanger,https://www.sciencedirect.com/science/article/pii/S0889157505000670,https://doi.org/10.1016/j.jfca.2005.05.001,0889-1575,2006,544-551,Journal of Food Composition and Analysis,Effect of season and production location on antioxidant activity of Moringa oleifera leaves grown in Pakistan,article,
Ailing Cao and Yilin Chen and Zan Ni and Chongsheng Zhang and Minjie Cao and Luyun Cai,https://www.sciencedirect.com/science/article/pii/S0889157521000727,https://doi.org/10.1016/j.jfca.2021.103872,0889-1575,2021,103872,Journal of Food Composition and Analysis,Production mechanism of semicarbazide from protein in Chinese softshell turtles at different drying temperatures based on TMT-tagged quantitative proteomics,article,
,https://www.sciencedirect.com/science/article/pii/0889157589900148,https://doi.org/10.1016/0889-1575(89)90014-8,0889-1575,1989,389-395,Journal of Food Composition and Analysis,Subject index for volume 2,article,
Peter Vlieg,https://www.sciencedirect.com/science/article/pii/088915759090010J,https://doi.org/10.1016/0889-1575(90)90010-J,0889-1575,1990,67-72,Journal of Food Composition and Analysis,Selenium concentration of the edible part of 74 New Zealand fish species,article,
Folaranmi Victoria Alofe,https://www.sciencedirect.com/science/article/pii/0889157591900104,https://doi.org/10.1016/0889-1575(91)90010-4,0889-1575,1991,167-174,Journal of Food Composition and Analysis,Amino acids and trace minerals of three edible wild mushrooms from Nigeria,article,
Xiong Xiong and Manhong Huang and Wenjie Xu and Yi Li and Min Cao and Xiaohui Xiong,https://www.sciencedirect.com/science/article/pii/S0889157520313648,https://doi.org/10.1016/j.jfca.2020.103659,0889-1575,2021,103659,Journal of Food Composition and Analysis,Using real time fluorescence loop-mediated isothermal amplification for rapid species authentication of Atlantic salmon (Salmo salar),article,
T.V. Hymavathi and Vijaya Khader,https://www.sciencedirect.com/science/article/pii/S0889157504000699,https://doi.org/10.1016/j.jfca.2004.03.028,0889-1575,2005,181-192,Journal of Food Composition and Analysis,"Carotene, ascorbic acid and sugar content of vacuum dehydrated ripe mango powders stored in flexible packaging material",article,
Irina Timofeeva and Kira Stepanova and Andrey Shishov and Lawrence Nugbienyo and Leonid Moskvin and Andrey Bulatov,https://www.sciencedirect.com/science/article/pii/S0889157520304592,https://doi.org/10.1016/j.jfca.2020.103589,0889-1575,2020,103589,Journal of Food Composition and Analysis,Fluoroquinolones extraction from meat samples based on deep eutectic solvent formation,article,
,https://www.sciencedirect.com/science/article/pii/088915759290070Z,https://doi.org/10.1016/0889-1575(92)90070-Z,0889-1575,1992,335-342,Journal of Food Composition and Analysis,Subject index for volume 5,article,
B.A. Rasco and S.S. Gazzaz and F.M. Dong,https://www.sciencedirect.com/science/article/pii/088915759090013C,https://doi.org/10.1016/0889-1575(90)90013-C,0889-1575,1990,88-95,Journal of Food Composition and Analysis,"Iron, calcium, zinc, and phytic acid content of yeast-raised breads containing distillers' grains and other fiber ingredients",article,
Cándida Lorenzo and Francisco Pardo and Amaya Zalacain and Gonzalo L. Alonso and M. {Rosario Salinas},https://www.sciencedirect.com/science/article/pii/S088915750700083X,https://doi.org/10.1016/j.jfca.2007.06.003,0889-1575,2008,54-61,Journal of Food Composition and Analysis,Complementary effect of Cabernet Sauvignon on Monastrell wines,article,
Ginevra Lombardi-Boccia and Sabina Lanzi and Altero Aguzzi,https://www.sciencedirect.com/science/article/pii/S0889157503001613,https://doi.org/10.1016/j.jfca.2003.10.007,0889-1575,2005,39-46,Journal of Food Composition and Analysis,Aspects of meat quality: trace elements and B vitamins in raw and cooked meats,article,
Ginson George and Pracheta Sengupta and Atish T. Paul,https://www.sciencedirect.com/science/article/pii/S0889157520301368,https://doi.org/10.1016/j.jfca.2020.103575,0889-1575,2020,103575,Journal of Food Composition and Analysis,Optimisation of an extraction conditions for Rumex nepalensis anthraquinones and its correlation with pancreatic lipase inhibitory activity,article,
Mercedes Álvarez and Isabel M. Moreno and Ángeles M. Jos and Ana M. Cameán and A. Gustavo González,https://www.sciencedirect.com/science/article/pii/S0889157506001840,https://doi.org/10.1016/j.jfca.2006.07.010,0889-1575,2007,391-395,Journal of Food Composition and Analysis,Study of mineral profile of Montilla-Moriles “fino” wines using inductively coupled plasma atomic emission spectrometry methods,article,
Diane M. Goihl and Kerri B. Harris and J.W. Savell and H.R. Cross,https://www.sciencedirect.com/science/article/pii/088915759290043J,https://doi.org/10.1016/0889-1575(92)90043-J,0889-1575,1992,246-251,Journal of Food Composition and Analysis,Location of fat migration during cooking of beef loin steaks with external fat still attached,article,
Qin Ouyang and Yongcun Yang and Jizhong Wu and Zhengquan Liu and XiaoHong Chen and Chunwang Dong and Quansheng Chen and Zhengzu Zhang and Zhiming Guo,https://www.sciencedirect.com/science/article/pii/S088915751830913X,https://doi.org/10.1016/j.jfca.2018.09.014,0889-1575,2019,43-48,Journal of Food Composition and Analysis,Rapid sensing of total theaflavins content in black tea using a portable electronic tongue system coupled to efficient variables selection algorithms,article,
Weizheng Wang and Yaqi Wang and Feng Chen and Fuping Zheng,https://www.sciencedirect.com/science/article/pii/S0889157520314204,https://doi.org/10.1016/j.jfca.2020.103715,0889-1575,2021,103715,Journal of Food Composition and Analysis,Comparison of determination of sugar-PMP derivatives by two different stationary phases and two HPLC detectors: C18 vs. amide columns and DAD vs. ELSD,article,
Rosemary C. Wander and Beverly D. Patton,https://www.sciencedirect.com/science/article/pii/088915759190006R,https://doi.org/10.1016/0889-1575(91)90006-R,0889-1575,1991,128-135,Journal of Food Composition and Analysis,Lipids and fatty acids of three species of northeast pacific finfish harvested in summer,article,
J.A. Zee and L. Carmichael and D. Codère and D. Poirier and M. Fournier,https://www.sciencedirect.com/science/article/pii/088915759190050G,https://doi.org/10.1016/0889-1575(91)90050-G,0889-1575,1991,77-86,Journal of Food Composition and Analysis,Effect of storage conditions on the stability of vitamin C in various fruits and vegetables produced and consumed in Quebec,article,
Adam Tobolka and Tereza Škorpilová and Zuzana Dvořáková and Eloy Fernández Cusimamani and Aleš Rajchl,https://www.sciencedirect.com/science/article/pii/S088915752100274X,https://doi.org/10.1016/j.jfca.2021.104074,0889-1575,2021,104074,Journal of Food Composition and Analysis,Determination of capsaicin in hot peppers (Capsicum spp.) by direct analysis in real time (DART) method,article,
