orkg:P27060,paper:authors,paper:url,paper:doi,orkg:P74029,paper:publication_year,paper:published_in,paper:title,paper:research_field,contribution:research_problem
,J. Aufartová and I. Brabcová and M.E. Torres-Padrón and P. Solich and Z. Sosa-Ferrera and J.J. Santana-Rodríguez,https://www.sciencedirect.com/science/article/pii/S0889157516302289,10.1016/j.jfca.2016.12.012,0889-1575,2017,Journal of Food Composition and Analysis,Determination of fluoroquinolones in fishes using microwave-assisted extraction combined with ultra-high performance liquid chromatography and fluorescence detection,R91,Food components identification
,Carolina Belenguer-Sapiña and Enric Pellicer-Castell and Jamal {El Haskouri} and Ernesto Francisco Simó-Alfonso and Pedro Amorós and Adela R. Mauri-Aucejo,https://www.sciencedirect.com/science/article/pii/S0889157522000813,10.1016/j.jfca.2022.104463,0889-1575,2022,Journal of Food Composition and Analysis,"A type UVM-7 mesoporous silica with γ-cyclodextrin for the isolation of three veterinary antibiotics (ofloxacin, norfloxacin, and ciprofloxacin) from different fat-rate milk samples",R91,Food components identification
,I. Stefanov and B. Vlaeminck and V. Fievez,https://www.sciencedirect.com/science/article/pii/S0889157510001626,10.1016/j.jfca.2010.03.016,0889-1575,2010,Journal of Food Composition and Analysis,A novel procedure for routine milk fat extraction based on dichloromethane,R91,Food components identification
,Neslihan Göncüoğlu Taş and Vural Gökmen,https://www.sciencedirect.com/science/article/pii/S0889157515001647,10.1016/j.jfca.2015.07.003,0889-1575,2015,Journal of Food Composition and Analysis,Bioactive compounds in different hazelnut varieties and their skins,R91,Food components identification
,Darko Preiner and Pavica Tupajić and Jasminka {Karoglan Kontić} and Željko Andabaka and Zvjezdana Marković and Edi Maletić,https://www.sciencedirect.com/science/article/pii/S0889157513001191,10.1016/j.jfca.2013.09.005,0889-1575,2013,Journal of Food Composition and Analysis,Organic acids profiles of the most important Dalmatian native grapevine (V. vinifera L.) cultivars,R91,Food components identification
,M. Isabel Rodriguez-Naranjo and M. Luisa Moyá and Emma Cantos-Villar and M. Carmen Garcia-Parrilla,https://www.sciencedirect.com/science/article/pii/S0889157512001123,10.1016/j.jfca.2012.07.001,0889-1575,2012,Journal of Food Composition and Analysis,Comparative evaluation of the antioxidant activity of melatonin and related indoles,R91,Food components identification
,İ. Mert Alkış and Sevi Öz and Arda Atakol and Nurdane Yılmaz and R. Ertan Anlı and Orhan Atakol,https://www.sciencedirect.com/science/article/pii/S0889157513001877,10.1016/j.jfca.2013.11.006,0889-1575,2014,Journal of Food Composition and Analysis,Investigation of heavy metal concentrations in some Turkish wines,R91,Food components identification
,Mingcheng Guo and Tianyu Shi and Yongheng Duan and Juanli Zhu and Jianqiang Li and Yongsong Cao,https://www.sciencedirect.com/science/article/pii/S088915751500099X,10.1016/j.jfca.2015.03.004,0889-1575,2015,Journal of Food Composition and Analysis,Investigation of amino acids in wolfberry fruit (Lycium barbarum) by solid-phase extraction and liquid chromatography with precolumn derivatization,R91,Food components identification
,Jelena {Dragišić Maksimović} and Jasminka Milivojević and Ilija Djekić and Dragan Radivojević and Robert Veberič and Maja {Mikulič Petkovšek},https://www.sciencedirect.com/science/article/pii/S0889157522002150,10.1016/j.jfca.2022.104597,0889-1575,2022,Journal of Food Composition and Analysis,Changes in quality characteristics of fresh blueberries: Combined effect of cultivar and storage conditions,R91,Food components identification
,Kristine Y. Patterson and Pamela R. Pehrsson and Charles R. Perry,https://www.sciencedirect.com/science/article/pii/S0889157513000549,10.1016/j.jfca.2013.03.004,0889-1575,2013,Journal of Food Composition and Analysis,The mineral content of tap water in United States households,R91,Food components identification
,Ivana Kabelová and Markéta Dvořáková and Hana Čížková and Pavel Dostálek and Karel Melzoch,https://www.sciencedirect.com/science/article/pii/S0889157508001014,10.1016/j.jfca.2008.06.007,0889-1575,2008,Journal of Food Composition and Analysis,Determination of free amino acids in beers: A comparison of Czech and foreign brands,R91,Food components identification
,Heulla Pereira Vieira and Clésia Cristina Nascentes and Cláudia Carvalhinho Windmöller,https://www.sciencedirect.com/science/article/pii/S088915751400026X,10.1016/j.jfca.2014.02.001,0889-1575,2014,Journal of Food Composition and Analysis,Development and comparison of two analytical methods to quantify the mercury content in honey,R91,Food components identification
,Nina Bilandžić and Milica Gačić and Maja Đokić and Marija Sedak and Đurđica Ivanec Šipušić and Ana Končurat and Ivana Tlak Gajger,https://www.sciencedirect.com/science/article/pii/S0889157514000039,10.1016/j.jfca.2013.12.002,0889-1575,2014,Journal of Food Composition and Analysis,Major and trace elements levels in multifloral and unifloral honeys in Croatia,R91,Food components identification
,V. Lebot and S. Michalet and L. Legendre,https://www.sciencedirect.com/science/article/pii/S0889157516300473,10.1016/j.jfca.2016.04.009,0889-1575,2016,Journal of Food Composition and Analysis,Identification and quantification of phenolic compounds responsible for the antioxidant activity of sweet potatoes with different flesh colours using high performance thin layer chromatography (HPTLC),R91,Food components identification
,Toong Long Jeng and Yu Wen Lin and Chang Sheng Wang and Jih Min Sung,https://www.sciencedirect.com/science/article/pii/S0889157512001536,10.1016/j.jfca.2012.08.008,0889-1575,2012,Journal of Food Composition and Analysis,Comparisons and selection of rice mutants with high iron and zinc contents in their polished grains that were mutated from the indica type cultivar IR64,R91,Food components identification
,Yi Zhu and Zengqi Peng and Min Wang and Rongrong Wang and Luming Rui,https://www.sciencedirect.com/science/article/pii/S0889157512001135,10.1016/j.jfca.2012.07.002,0889-1575,2012,Journal of Food Composition and Analysis,Optimization of extraction procedure for formaldehyde assay in smoked meat products,R91,Food components identification
,Nsikak U. Benson and Winifred U. Anake and Adebusayo E. Adedapo and Omowunmi H. Fred-Ahmadu and Kelechi P. Eke,https://www.sciencedirect.com/science/article/pii/S088915751630240X,10.1016/j.jfca.2016.12.024,0889-1575,2017,Journal of Food Composition and Analysis,Polycyclic aromatic hydrocarbons in imported Sardinops sagax: Levels and health risk assessments through dietary exposure in Nigeria,R91,Food components identification
,Asako Horinishi and Shusuke Osaki and Tsuyoshi Masuda and Eisaku Nomura and Yoshie Tanaka and Yu-ichi Nakamura and Mai Horiuchi and Masaomi Negi and Toshihiko Shoji and Yoshihiko Ozaki,https://www.sciencedirect.com/science/article/pii/S0889157521002398,10.1016/j.jfca.2021.104039,0889-1575,2021,Journal of Food Composition and Analysis,Proanthocyanidin in the fruit of Japanese apricot (Prunus mume Sieb. et Zucc.) and their structural estimation by HPLC-ESI-MS/MS,R91,Food components identification
,Alejandro Javier Leguizamón and Karina Mariela Rompato and Rosa Elena Hoyos and Marcela Carina Audisio,https://www.sciencedirect.com/science/article/pii/S0889157521001861,10.1016/j.jfca.2021.103986,0889-1575,2021,Journal of Food Composition and Analysis,"Nutritional evaluation of three varieties of cassava leaves (Manihot esculenta Crantz) grown in Formosa, Argentina",R91,Food components identification
,Lois Englberger and William Aalbersberg and Joseph Schierle and Geoffrey C. Marks and Maureen H. Fitzgerald and Fred Muller and Anko Jekkein and Julia Alfred and Nancy {Vander Velde},https://www.sciencedirect.com/science/article/pii/S0889157505001286,10.1016/j.jfca.2005.11.003,0889-1575,2006,Journal of Food Composition and Analysis,Carotenoid content of different edible pandanus fruit cultivars of the republic of the Marshall Islands,R91,Food components identification
,Danila {Di Majo} and Laura {La Neve} and Maurizio {La Guardia} and Alessandra Casuccio and Marco Giammanco,https://www.sciencedirect.com/science/article/pii/S0889157510002899,10.1016/j.jfca.2010.09.013,0889-1575,2011,Journal of Food Composition and Analysis,"The influence of two different pH levels on the antioxidant properties of flavonols, flavan-3-ols, phenolic acids and aldehyde compounds analysed in synthetic wine and in a phosphate buffer",R91,Food components identification
,Susana González-Manzano and José J. Pérez-Alonso and Yolanda Salinas-Moreno and Nuno Mateus and Artur M.S. Silva and Victor {de Freitas} and Celestino Santos-Buelga,https://www.sciencedirect.com/science/article/pii/S088915750800094X,10.1016/j.jfca.2008.05.009,0889-1575,2008,Journal of Food Composition and Analysis,Flavanol–anthocyanin pigments in corn: NMR characterisation and presence in different purple corn varieties,R91,Food components identification
,Inna E. Popova and Matthew J. Morra,https://www.sciencedirect.com/science/article/pii/S0889157514001082,10.1016/j.jfca.2014.04.011,0889-1575,2014,Journal of Food Composition and Analysis,Sinigrin and sinalbin quantification in mustard seed using high performance liquid chromatography–time-of-flight mass spectrometry,R91,Food components identification
,V. Vadivel and W. Stuetz and V. Scherbaum and H.K. Biesalski,https://www.sciencedirect.com/science/article/pii/S0889157511001037,10.1016/j.jfca.2011.04.001,0889-1575,2011,Journal of Food Composition and Analysis,Total free phenolic content and health relevant functionality of Indian wild legume grains: Effect of indigenous processing methods,R91,Food components identification
,Constance Reif and Eva Arrigoni and Hans Schärer and Laura Nyström and Richard F. Hurrell,https://www.sciencedirect.com/science/article/pii/S0889157512001664,10.1016/j.jfca.2012.10.005,0889-1575,2013,Journal of Food Composition and Analysis,Carotenoid database of commonly eaten Swiss vegetables and their estimated contribution to carotenoid intake,R91,Food components identification
,Georgia Soultani and Veronika Sele and Rie R. Rasmussen and Ioannis Pasias and Eleni Stathopoulou and Nikolaos S. Thomaidis and Vassilia J. Sinanoglou and Jens J. Sloth,https://www.sciencedirect.com/science/article/pii/S0889157520314915,10.1016/j.jfca.2020.103786,0889-1575,2021,Journal of Food Composition and Analysis,"Elements of toxicological concern and the arsenolipids’ profile in the giant-red Mediterranean shrimp, Aristaeomorpha foliacea",R91,Food components identification
,Deborah H. Markowicz Bastos and Emília Y. Ishimoto and Marcia {Ortiz M. Marques} and Adalberto {Fernando Ferri} and Elizabeth A.F.S. Torres,https://www.sciencedirect.com/science/article/pii/S0889157505000505,10.1016/j.jfca.2005.03.002,0889-1575,2006,Journal of Food Composition and Analysis,Essential oil and antioxidant activity of green mate and mate tea (Ilex paraguariensis) infusions,R91,Food components identification
,Dongmei Wang and Jiali Lu and Aiqing Miao and Zhiyong Xie and Depo Yang,https://www.sciencedirect.com/science/article/pii/S0889157508000100,10.1016/j.jfca.2008.01.002,0889-1575,2008,Journal of Food Composition and Analysis,HPLC-DAD-ESI-MS/MS analysis of polyphenols and purine alkaloids in leaves of 22 tea cultivars in China,R91,Food components identification
,H.B. Zengin and R. Gürkan,https://www.sciencedirect.com/science/article/pii/S0889157521000144,10.1016/j.jfca.2021.103814,0889-1575,2021,Journal of Food Composition and Analysis,Eco-friendly trace analysis of silver in beer/wine samples using a new co-polymeric nanocomposite based-ultrasound assisted-cloud point extraction combined with spectrophotometry,R91,Food components identification
,Janete Alaburda and Adriana P. {de Almeida} and Luzia Shundo and Valter Ruvieri and Myrna Sabino,https://www.sciencedirect.com/science/article/pii/S0889157508000069,10.1016/j.jfca.2007.12.002,0889-1575,2008,Journal of Food Composition and Analysis,Determination of folic acid in fortified wheat flours,R91,Food components identification
,Munehiro Yoshida and Kyoden Yasumoto,https://www.sciencedirect.com/science/article/pii/0889157587900135,10.1016/0889-1575(87)90013-5,0889-1575,1987,Journal of Food Composition and Analysis,Selenium contents of rice grown at various sites in Japan,R91,Food components identification
,Sadettin Turhan and N. {Sule Ustun} and Inci Bank,https://www.sciencedirect.com/science/article/pii/S0889157505000189,10.1016/j.jfca.2004.10.005,0889-1575,2006,Journal of Food Composition and Analysis,Effect of freeze–thaw cycles on total and heme iron contents of bonito (Sarda sarda) and bluefish (Pomatomus saltator) fillets,R91,Food components identification
,,https://www.sciencedirect.com/science/article/pii/088915759090029L,10.1016/0889-1575(90)90029-L,0889-1575,1990,Journal of Food Composition and Analysis,Subject index for volume 3,R91,Food components identification
,Mi-Yae Shon and Jun Lee and Je-Hun Choi and Sun-Young Choi and Sang-Hae Nam and Kwon-Il Seo and Sang-Won Lee and Nak-Ju Sung and Seok-Kyu Park,https://www.sciencedirect.com/science/article/pii/S0889157506001487,10.1016/j.jfca.2006.08.003,0889-1575,2007,Journal of Food Composition and Analysis,Antioxidant and free radical scavenging activity of methanol extract of chungkukjang,R91,Food components identification
